Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-42000,Check,6-May-24,,,,,,,,,,,
INV-10984,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-30502,Credit Card,8-Apr-24,,,,,,,,,,,
INV-77114,Check,16-Apr-24,,,,,,,,,,,
INV-30146,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-32115,Credit Card,14-Apr-24,,,,,,,,,,,
INV-51603,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-88505,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-36944,Credit Card,10-Apr-24,,,,,,,,,,,
INV-33324,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-44985,Credit Card,15-Apr-24,,,,,,,,,,,
INV-92096,ACH Transfer,6-May-24,,,,,,,,,,,
INV-20832,Credit Card,15-Apr-24,,,,,,,,,,,
INV-30911,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-59665,Credit Card,17-Apr-24,,,,,,,,,,,
INV-57353,Credit Card,17-Apr-24,,,,,,,,,,,
INV-82826,Check,23-Apr-24,,,,,,,,,,,
INV-57716,ACH Transfer,1-May-24,,,,,,,,,,,
INV-13951,Check,6-May-24,,,,,,,,,,,
INV-87826,Credit Card,15-Apr-24,,,,,,,,,,,
INV-57615,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-55049,Check,26-Apr-24,,,,,,,,,,,
INV-83171,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-92131,Credit Card,21-Apr-24,,,,,,,,,,,
INV-60817,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-20123,Check,28-Apr-24,,,,,,,,,,,
INV-82344,Check,22-Apr-24,,,,,,,,,,,
INV-48265,Credit Card,1-May-24,,,,,,,,,,,
INV-27836,Wire Transfer,4-May-24,,,,,,,,,,,
INV-86018,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-21596,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-91201,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-20272,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-97878,Credit Card,6-May-24,,,,,,,,,,,
INV-32440,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-41940,Credit Card,27-Apr-24,,,,,,,,,,,
INV-54967,Check,1-May-24,,,,,,,,,,,
INV-53528,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-60912,Credit Card,12-Apr-24,,,,,,,,,,,
INV-15339,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-42435,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-56097,Credit Card,26-Apr-24,,,,,,,,,,,
INV-82061,Check,9-Apr-24,,,,,,,,,,,
INV-94297,Credit Card,2-May-24,,,,,,,,,,,
INV-50220,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-85311,Credit Card,4-May-24,,,,,,,,,,,
INV-88795,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-26860,Check,15-Apr-24,,,,,,,,,,,
INV-72819,Credit Card,24-Apr-24,,,,,,,,,,,
INV-82429,ACH Transfer,6-May-24,,,,,,,,,,,
INV-73814,Credit Card,20-Apr-24,,,,,,,,,,,
INV-84077,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-87237,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-57186,Credit Card,20-Apr-24,,,,,,,,,,,
INV-42886,ACH Transfer,5-May-24,,,,,,,,,,,
INV-86306,Check,14-Apr-24,,,,,,,,,,,
INV-10483,Check,19-Apr-24,,,,,,,,,,,
INV-54995,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-73015,Credit Card,6-May-24,,,,,,,,,,,
INV-52434,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-60901,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-25832,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-11330,Wire Transfer,3-May-24,,,,,,,,,,,
INV-72934,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-62652,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-55084,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-11322,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-36768,Check,8-Apr-24,,,,,,,,,,,
INV-68290,Credit Card,2-May-24,,,,,,,,,,,
INV-20897,Credit Card,28-Apr-24,,,,,,,,,,,
INV-56131,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-37150,Check,16-Apr-24,,,,,,,,,,,
INV-62054,Check,1-May-24,,,,,,,,,,,
INV-42276,Credit Card,14-Apr-24,,,,,,,,,,,
INV-62891,Credit Card,26-Apr-24,,,,,,,,,,,
INV-26514,Credit Card,18-Apr-24,,,,,,,,,,,
INV-30518,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-66921,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-26786,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-35047,Check,9-Apr-24,,,,,,,,,,,
INV-47550,Check,7-Apr-24,,,,,,,,,,,
INV-91602,ACH Transfer,3-May-24,,,,,,,,,,,
INV-23433,Check,25-Apr-24,,,,,,,,,,,
INV-42464,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-17107,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-97771,ACH Transfer,6-May-24,,,,,,,,,,,
INV-26770,Credit Card,9-Apr-24,,,,,,,,,,,
INV-41430,Credit Card,3-May-24,,,,,,,,,,,
INV-11833,Check,11-Apr-24,,,,,,,,,,,
INV-17703,Check,18-Apr-24,,,,,,,,,,,
INV-31376,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-41640,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-91335,Credit Card,29-Apr-24,,,,,,,,,,,
INV-73208,Check,30-Apr-24,,,,,,,,,,,
INV-93556,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-94659,Credit Card,8-Apr-24,,,,,,,,,,,
INV-22433,Wire Transfer,6-May-24,,,,,,,,,,,
INV-33923,Credit Card,11-Apr-24,,,,,,,,,,,
INV-88532,Wire Transfer,3-May-24,,,,,,,,,,,
INV-98725,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-21074,Credit Card,27-Apr-24,,,,,,,,,,,
INV-33256,Credit Card,17-Apr-24,,,,,,,,,,,
INV-11673,Credit Card,21-Apr-24,,,,,,,,,,,
INV-35240,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-54266,ACH Transfer,5-May-24,,,,,,,,,,,
INV-71464,Credit Card,28-Apr-24,,,,,,,,,,,
INV-16306,Credit Card,25-Apr-24,,,,,,,,,,,
INV-33912,Credit Card,1-May-24,,,,,,,,,,,
INV-87458,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-27365,Credit Card,25-Apr-24,,,,,,,,,,,
INV-90069,Check,17-Apr-24,,,,,,,,,,,
INV-62860,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-74790,Credit Card,30-Apr-24,,,,,,,,,,,
INV-69720,Check,22-Apr-24,,,,,,,,,,,
INV-85540,Check,2-May-24,,,,,,,,,,,
INV-56238,Check,20-Apr-24,,,,,,,,,,,
INV-93849,Check,23-Apr-24,,,,,,,,,,,
INV-71969,Check,6-May-24,,,,,,,,,,,
INV-28506,Credit Card,25-Apr-24,,,,,,,,,,,
INV-87118,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-48726,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-25611,Credit Card,10-Apr-24,,,,,,,,,,,
INV-46075,Check,26-Apr-24,,,,,,,,,,,
INV-19527,Check,22-Apr-24,,,,,,,,,,,
INV-77395,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-69320,Check,15-Apr-24,,,,,,,,,,,
INV-59638,Check,29-Apr-24,,,,,,,,,,,
INV-54629,Check,5-May-24,,,,,,,,,,,
INV-74437,ACH Transfer,6-May-24,,,,,,,,,,,
INV-93803,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-45204,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-89564,Check,19-Apr-24,,,,,,,,,,,
INV-92794,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-26898,Check,29-Apr-24,,,,,,,,,,,
INV-23151,Credit Card,17-Apr-24,,,,,,,,,,,
INV-72519,Wire Transfer,2-May-24,,,,,,,,,,,
INV-68737,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-86069,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-63024,Wire Transfer,1-May-24,,,,,,,,,,,
INV-37586,Credit Card,27-Apr-24,,,,,,,,,,,
INV-95725,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-16609,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-68560,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-81775,Wire Transfer,4-May-24,,,,,,,,,,,
INV-44452,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-20773,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-59442,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-41578,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-12245,Credit Card,15-Apr-24,,,,,,,,,,,
INV-95477,ACH Transfer,6-May-24,,,,,,,,,,,
INV-57376,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-72383,Check,13-Apr-24,,,,,,,,,,,
INV-62269,Check,4-May-24,,,,,,,,,,,
INV-56848,Wire Transfer,3-May-24,,,,,,,,,,,
INV-56900,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-60189,Check,12-Apr-24,,,,,,,,,,,
INV-17177,Wire Transfer,5-May-24,,,,,,,,,,,
INV-63025,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-81836,Check,23-Apr-24,,,,,,,,,,,
INV-38456,Check,20-Apr-24,,,,,,,,,,,
INV-52784,Check,22-Apr-24,,,,,,,,,,,
INV-23445,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-19185,Check,11-Apr-24,,,,,,,,,,,
INV-18766,Check,20-Apr-24,,,,,,,,,,,
INV-47832,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-74064,Check,24-Apr-24,,,,,,,,,,,
INV-47184,ACH Transfer,3-May-24,,,,,,,,,,,
INV-52639,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-87658,Check,28-Apr-24,,,,,,,,,,,
INV-89473,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-26760,Check,4-May-24,,,,,,,,,,,
INV-73076,Credit Card,13-Apr-24,,,,,,,,,,,
INV-46253,Check,22-Apr-24,,,,,,,,,,,
INV-84416,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-57122,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-58971,ACH Transfer,1-May-24,,,,,,,,,,,
INV-25856,Credit Card,20-Apr-24,,,,,,,,,,,
INV-15321,Credit Card,12-Apr-24,,,,,,,,,,,
INV-85453,Check,12-Apr-24,,,,,,,,,,,
INV-35658,Credit Card,1-May-24,,,,,,,,,,,
INV-98561,Check,27-Apr-24,,,,,,,,,,,
INV-57647,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-71949,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-75015,Check,5-May-24,,,,,,,,,,,
INV-48000,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-47989,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-77687,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-80588,Check,27-Apr-24,,,,,,,,,,,
INV-14214,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-25913,Check,14-Apr-24,,,,,,,,,,,
INV-39431,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-84072,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-50491,Check,24-Apr-24,,,,,,,,,,,
INV-24198,Check,27-Apr-24,,,,,,,,,,,
INV-48769,Credit Card,10-Apr-24,,,,,,,,,,,
INV-78124,ACH Transfer,4-May-24,,,,,,,,,,,
INV-30399,Credit Card,15-Apr-24,,,,,,,,,,,
INV-21568,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-88095,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-51154,Credit Card,14-Apr-24,,,,,,,,,,,
INV-58140,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-64546,Wire Transfer,2-May-24,,,,,,,,,,,
INV-68558,Check,15-Apr-24,,,,,,,,,,,
INV-92325,Credit Card,22-Apr-24,,,,,,,,,,,
INV-28588,Credit Card,3-May-24,,,,,,,,,,,
INV-99584,Check,26-Apr-24,,,,,,,,,,,
INV-98842,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-67979,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-50581,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-80531,Check,6-May-24,,,,,,,,,,,
INV-30699,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-41136,Credit Card,25-Apr-24,,,,,,,,,,,
INV-37748,Check,17-Apr-24,,,,,,,,,,,
INV-63229,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-26400,ACH Transfer,4-May-24,,,,,,,,,,,
INV-48590,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-80858,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-14066,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-72147,Credit Card,24-Apr-24,,,,,,,,,,,
INV-86113,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-16342,Credit Card,7-Apr-24,,,,,,,,,,,
INV-52663,Check,21-Apr-24,,,,,,,,,,,
INV-26614,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-97588,Credit Card,20-Apr-24,,,,,,,,,,,
INV-44651,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-92578,Credit Card,12-Apr-24,,,,,,,,,,,
INV-28338,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-63467,Wire Transfer,6-May-24,,,,,,,,,,,
INV-29925,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-23708,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-73716,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-18495,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-37694,Check,2-May-24,,,,,,,,,,,
INV-79979,Credit Card,17-Apr-24,,,,,,,,,,,
INV-63314,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-37328,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-79827,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-77532,Credit Card,4-May-24,,,,,,,,,,,
INV-56553,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-13915,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-96511,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-19649,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-96444,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-30261,Credit Card,21-Apr-24,,,,,,,,,,,
INV-28059,Check,28-Apr-24,,,,,,,,,,,
INV-20729,Credit Card,8-Apr-24,,,,,,,,,,,
INV-65449,Check,3-May-24,,,,,,,,,,,
INV-67439,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-40742,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-99644,Credit Card,3-May-24,,,,,,,,,,,
INV-96361,Wire Transfer,2-May-24,,,,,,,,,,,
INV-27823,Credit Card,21-Apr-24,,,,,,,,,,,
INV-79534,Credit Card,7-Apr-24,,,,,,,,,,,
INV-35325,Check,12-Apr-24,,,,,,,,,,,
INV-91174,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-20280,Check,14-Apr-24,,,,,,,,,,,
INV-83643,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-62949,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-20330,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-96063,Credit Card,12-Apr-24,,,,,,,,,,,
INV-61081,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-34451,Wire Transfer,2-May-24,,,,,,,,,,,
INV-14551,Check,7-Apr-24,,,,,,,,,,,
INV-96964,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-59192,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-67205,Credit Card,9-Apr-24,,,,,,,,,,,
INV-76115,Check,5-May-24,,,,,,,,,,,
INV-43107,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-58200,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-15106,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-68658,Credit Card,17-Apr-24,,,,,,,,,,,
INV-61262,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-86875,Wire Transfer,5-May-24,,,,,,,,,,,
INV-90416,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-66497,Check,8-Apr-24,,,,,,,,,,,
INV-73279,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-78726,Check,6-May-24,,,,,,,,,,,
INV-74790,ACH Transfer,5-May-24,,,,,,,,,,,
INV-82405,Check,16-Apr-24,,,,,,,,,,,
INV-54109,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-39557,Credit Card,18-Apr-24,,,,,,,,,,,
INV-87937,Wire Transfer,2-May-24,,,,,,,,,,,
INV-63967,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-98598,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-66559,Credit Card,18-Apr-24,,,,,,,,,,,
INV-25897,Credit Card,12-Apr-24,,,,,,,,,,,
INV-57393,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-65299,Check,12-Apr-24,,,,,,,,,,,
INV-18353,Check,12-Apr-24,,,,,,,,,,,
INV-35466,ACH Transfer,2-May-24,,,,,,,,,,,
INV-25364,Credit Card,26-Apr-24,,,,,,,,,,,
INV-26450,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-68642,Credit Card,17-Apr-24,,,,,,,,,,,
INV-46687,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-72066,Check,28-Apr-24,,,,,,,,,,,
INV-49524,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-54111,Wire Transfer,1-May-24,,,,,,,,,,,
INV-74722,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-65331,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-93112,Credit Card,11-Apr-24,,,,,,,,,,,
INV-26779,ACH Transfer,2-May-24,,,,,,,,,,,
INV-51128,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-47799,Check,22-Apr-24,,,,,,,,,,,
INV-81725,Credit Card,8-Apr-24,,,,,,,,,,,
INV-60389,Check,28-Apr-24,,,,,,,,,,,
INV-13985,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-38991,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-78412,Credit Card,15-Apr-24,,,,,,,,,,,
INV-40618,Credit Card,22-Apr-24,,,,,,,,,,,
INV-74477,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-25692,Check,6-May-24,,,,,,,,,,,
INV-87652,Credit Card,13-Apr-24,,,,,,,,,,,
INV-61683,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-57280,Credit Card,23-Apr-24,,,,,,,,,,,
INV-59335,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-94721,Check,18-Apr-24,,,,,,,,,,,
INV-51805,Check,30-Apr-24,,,,,,,,,,,
INV-85670,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-42530,Check,21-Apr-24,,,,,,,,,,,
INV-25492,Check,6-May-24,,,,,,,,,,,
INV-83584,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-79187,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-80825,Credit Card,18-Apr-24,,,,,,,,,,,
INV-84508,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-17169,Check,21-Apr-24,,,,,,,,,,,
INV-16292,Credit Card,23-Apr-24,,,,,,,,,,,
INV-44786,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-34391,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-76524,ACH Transfer,6-May-24,,,,,,,,,,,
INV-95084,Wire Transfer,3-May-24,,,,,,,,,,,
INV-14125,Credit Card,13-Apr-24,,,,,,,,,,,
INV-50882,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-77031,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-68894,Check,23-Apr-24,,,,,,,,,,,
INV-78215,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-77676,Credit Card,11-Apr-24,,,,,,,,,,,
INV-97004,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-80038,Check,16-Apr-24,,,,,,,,,,,
INV-34450,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-46438,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-14281,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-12988,Credit Card,30-Apr-24,,,,,,,,,,,
INV-56470,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-92129,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-67320,Wire Transfer,6-May-24,,,,,,,,,,,
INV-58873,Check,5-May-24,,,,,,,,,,,
INV-68198,Credit Card,17-Apr-24,,,,,,,,,,,
INV-84153,Check,6-May-24,,,,,,,,,,,
INV-27452,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-75412,Check,17-Apr-24,,,,,,,,,,,
INV-70982,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-61431,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-56678,Check,21-Apr-24,,,,,,,,,,,
INV-50902,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-48420,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-93425,Wire Transfer,5-May-24,,,,,,,,,,,
INV-77620,Wire Transfer,6-May-24,,,,,,,,,,,
INV-32560,Check,12-Apr-24,,,,,,,,,,,
INV-13169,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-61674,Credit Card,30-Apr-24,,,,,,,,,,,
INV-52404,Check,15-Apr-24,,,,,,,,,,,
INV-92314,Credit Card,28-Apr-24,,,,,,,,,,,
INV-24751,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-93673,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-92274,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-20818,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-54235,ACH Transfer,3-May-24,,,,,,,,,,,
INV-92781,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-69227,Credit Card,23-Apr-24,,,,,,,,,,,
INV-36093,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-89138,Check,5-May-24,,,,,,,,,,,
INV-50218,Credit Card,11-Apr-24,,,,,,,,,,,
INV-81042,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-65665,Credit Card,23-Apr-24,,,,,,,,,,,
INV-78125,Check,2-May-24,,,,,,,,,,,
INV-48792,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-28904,Check,7-Apr-24,,,,,,,,,,,
INV-43810,Check,20-Apr-24,,,,,,,,,,,
INV-59836,Credit Card,18-Apr-24,,,,,,,,,,,
INV-21243,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-78088,Check,11-Apr-24,,,,,,,,,,,
INV-78048,Credit Card,13-Apr-24,,,,,,,,,,,
INV-10333,Check,15-Apr-24,,,,,,,,,,,
INV-88000,Credit Card,1-May-24,,,,,,,,,,,
INV-25004,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-78010,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-81087,ACH Transfer,2-May-24,,,,,,,,,,,
INV-32607,ACH Transfer,2-May-24,,,,,,,,,,,
INV-26551,Check,24-Apr-24,,,,,,,,,,,
INV-54305,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-10019,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-73398,Check,24-Apr-24,,,,,,,,,,,
INV-30898,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-95732,Wire Transfer,16-Apr-24,,,,,,,,,,,
INV-41536,ACH Transfer,4-May-24,,,,,,,,,,,
INV-40319,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-67796,Wire Transfer,2-May-24,,,,,,,,,,,
INV-67806,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-17761,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-44663,ACH Transfer,1-May-24,,,,,,,,,,,
INV-15974,Credit Card,30-Apr-24,,,,,,,,,,,
INV-19516,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-25991,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-46102,Check,1-May-24,,,,,,,,,,,
INV-44071,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-65307,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-67746,Wire Transfer,3-May-24,,,,,,,,,,,
INV-49423,Check,11-Apr-24,,,,,,,,,,,
INV-18503,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-29106,Check,29-Apr-24,,,,,,,,,,,
INV-41288,Credit Card,29-Apr-24,,,,,,,,,,,
INV-46422,Credit Card,26-Apr-24,,,,,,,,,,,
INV-50043,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-88161,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-13828,Check,17-Apr-24,,,,,,,,,,,
INV-80900,Check,11-Apr-24,,,,,,,,,,,
INV-36364,Check,25-Apr-24,,,,,,,,,,,
INV-61655,Credit Card,29-Apr-24,,,,,,,,,,,
INV-16897,Credit Card,14-Apr-24,,,,,,,,,,,
INV-54724,Credit Card,23-Apr-24,,,,,,,,,,,
INV-85215,ACH Transfer,1-May-24,,,,,,,,,,,
INV-90973,Credit Card,17-Apr-24,,,,,,,,,,,
INV-58123,Check,8-Apr-24,,,,,,,,,,,
INV-42639,ACH Transfer,3-May-24,,,,,,,,,,,
INV-48145,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-76281,Check,9-Apr-24,,,,,,,,,,,
INV-37443,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-25495,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-22350,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-84152,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-77354,Check,17-Apr-24,,,,,,,,,,,
INV-75217,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-38722,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-80749,Wire Transfer,3-May-24,,,,,,,,,,,
INV-32090,Check,5-May-24,,,,,,,,,,,
INV-13854,Check,9-Apr-24,,,,,,,,,,,
INV-49517,Credit Card,29-Apr-24,,,,,,,,,,,
INV-17595,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-57973,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-26171,Credit Card,25-Apr-24,,,,,,,,,,,
INV-36609,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-98787,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-39873,Credit Card,9-Apr-24,,,,,,,,,,,
INV-20816,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-39736,Check,13-Apr-24,,,,,,,,,,,
INV-37446,Check,7-Apr-24,,,,,,,,,,,
INV-60571,Credit Card,6-May-24,,,,,,,,,,,
INV-15270,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-31024,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-31509,Wire Transfer,10-Apr-24,,,,,,,,,,,
